id1,id2
016b4836-aa63-11e9-aa58-68f7283d3e4e,016b4836-aa63-11e9-aa58-68f7283d3e4e
016d4464-aa63-11e9-afa1-68f7283d3e4e,016d4464-aa63-11e9-afa1-68f7283d3e4e
016d4464-aa63-11e9-afa1-68f7283d3e4e,016f67a6-aa63-11e9-918b-68f7283d3e4e
016f67a6-aa63-11e9-918b-68f7283d3e4e,016d4464-aa63-11e9-afa1-68f7283d3e4e
016f67a6-aa63-11e9-918b-68f7283d3e4e,016f67a6-aa63-11e9-918b-68f7283d3e4e
01713cb8-aa63-11e9-9e6e-68f7283d3e4e,01713cb8-aa63-11e9-9e6e-68f7283d3e4e
017338e8-aa63-11e9-a5de-68f7283d3e4e,017338e8-aa63-11e9-a5de-68f7283d3e4e
017338e8-aa63-11e9-a5de-68f7283d3e4e,0175f894-aa63-11e9-a438-68f7283d3e4e
0175f894-aa63-11e9-a438-68f7283d3e4e,017338e8-aa63-11e9-a5de-68f7283d3e4e
0175f894-aa63-11e9-a438-68f7283d3e4e,0175f894-aa63-11e9-a438-68f7283d3e4e
0177f4c8-aa63-11e9-b419-68f7283d3e4e,0177f4c8-aa63-11e9-b419-68f7283d3e4e
0177f4c8-aa63-11e9-b419-68f7283d3e4e,017a663a-aa63-11e9-a446-68f7283d3e4e
0177f4c8-aa63-11e9-b419-68f7283d3e4e,017d4d98-aa63-11e9-be6c-68f7283d3e4e
0177f4c8-aa63-11e9-b419-68f7283d3e4e,018081c0-aa63-11e9-9bb2-68f7283d3e4e
017a663a-aa63-11e9-a446-68f7283d3e4e,0177f4c8-aa63-11e9-b419-68f7283d3e4e
017a663a-aa63-11e9-a446-68f7283d3e4e,017a663a-aa63-11e9-a446-68f7283d3e4e
017a663a-aa63-11e9-a446-68f7283d3e4e,017d4d98-aa63-11e9-be6c-68f7283d3e4e
017a663a-aa63-11e9-a446-68f7283d3e4e,018081c0-aa63-11e9-9bb2-68f7283d3e4e
017d4d98-aa63-11e9-be6c-68f7283d3e4e,0177f4c8-aa63-11e9-b419-68f7283d3e4e
017d4d98-aa63-11e9-be6c-68f7283d3e4e,017a663a-aa63-11e9-a446-68f7283d3e4e
017d4d98-aa63-11e9-be6c-68f7283d3e4e,017d4d98-aa63-11e9-be6c-68f7283d3e4e
017d4d98-aa63-11e9-be6c-68f7283d3e4e,018081c0-aa63-11e9-9bb2-68f7283d3e4e
018081c0-aa63-11e9-9bb2-68f7283d3e4e,0177f4c8-aa63-11e9-b419-68f7283d3e4e
018081c0-aa63-11e9-9bb2-68f7283d3e4e,017a663a-aa63-11e9-a446-68f7283d3e4e
018081c0-aa63-11e9-9bb2-68f7283d3e4e,017d4d98-aa63-11e9-be6c-68f7283d3e4e
018081c0-aa63-11e9-9bb2-68f7283d3e4e,018081c0-aa63-11e9-9bb2-68f7283d3e4e
0182a508-aa63-11e9-8bdf-68f7283d3e4e,0182a508-aa63-11e9-8bdf-68f7283d3e4e
0182a508-aa63-11e9-8bdf-68f7283d3e4e,0184f01a-aa63-11e9-8648-68f7283d3e4e
0182a508-aa63-11e9-8bdf-68f7283d3e4e,01876188-aa63-11e9-ba7a-68f7283d3e4e
0182a508-aa63-11e9-8bdf-68f7283d3e4e,018984d0-aa63-11e9-8093-68f7283d3e4e
0184f01a-aa63-11e9-8648-68f7283d3e4e,0182a508-aa63-11e9-8bdf-68f7283d3e4e
0184f01a-aa63-11e9-8648-68f7283d3e4e,0184f01a-aa63-11e9-8648-68f7283d3e4e
0184f01a-aa63-11e9-8648-68f7283d3e4e,01876188-aa63-11e9-ba7a-68f7283d3e4e
0184f01a-aa63-11e9-8648-68f7283d3e4e,018984d0-aa63-11e9-8093-68f7283d3e4e
01876188-aa63-11e9-ba7a-68f7283d3e4e,0182a508-aa63-11e9-8bdf-68f7283d3e4e
01876188-aa63-11e9-ba7a-68f7283d3e4e,0184f01a-aa63-11e9-8648-68f7283d3e4e
01876188-aa63-11e9-ba7a-68f7283d3e4e,01876188-aa63-11e9-ba7a-68f7283d3e4e
01876188-aa63-11e9-ba7a-68f7283d3e4e,018984d0-aa63-11e9-8093-68f7283d3e4e
018984d0-aa63-11e9-8093-68f7283d3e4e,0182a508-aa63-11e9-8bdf-68f7283d3e4e
018984d0-aa63-11e9-8093-68f7283d3e4e,0184f01a-aa63-11e9-8648-68f7283d3e4e
018984d0-aa63-11e9-8093-68f7283d3e4e,01876188-aa63-11e9-ba7a-68f7283d3e4e
018984d0-aa63-11e9-8093-68f7283d3e4e,018984d0-aa63-11e9-8093-68f7283d3e4e
018b8100-aa63-11e9-8c5d-68f7283d3e4e,018b8100-aa63-11e9-8c5d-68f7283d3e4e
018b8100-aa63-11e9-8c5d-68f7283d3e4e,018d7c88-aa63-11e9-b70c-68f7283d3e4e
018b8100-aa63-11e9-8c5d-68f7283d3e4e,018f78ac-aa63-11e9-9093-68f7283d3e4e
018d7c88-aa63-11e9-b70c-68f7283d3e4e,018b8100-aa63-11e9-8c5d-68f7283d3e4e
018d7c88-aa63-11e9-b70c-68f7283d3e4e,018d7c88-aa63-11e9-b70c-68f7283d3e4e
018d7c88-aa63-11e9-b70c-68f7283d3e4e,018f78ac-aa63-11e9-9093-68f7283d3e4e
018f78ac-aa63-11e9-9093-68f7283d3e4e,018b8100-aa63-11e9-8c5d-68f7283d3e4e
018f78ac-aa63-11e9-9093-68f7283d3e4e,018d7c88-aa63-11e9-b70c-68f7283d3e4e
018f78ac-aa63-11e9-9093-68f7283d3e4e,018f78ac-aa63-11e9-9093-68f7283d3e4e
01919bec-aa63-11e9-8654-68f7283d3e4e,01919bec-aa63-11e9-8654-68f7283d3e4e
01919bec-aa63-11e9-8654-68f7283d3e4e,019370f4-aa63-11e9-ab9e-68f7283d3e4e
01919bec-aa63-11e9-8654-68f7283d3e4e,019546c2-aa63-11e9-b0a5-68f7283d3e4e
019370f4-aa63-11e9-ab9e-68f7283d3e4e,01919bec-aa63-11e9-8654-68f7283d3e4e
019370f4-aa63-11e9-ab9e-68f7283d3e4e,019370f4-aa63-11e9-ab9e-68f7283d3e4e
019370f4-aa63-11e9-ab9e-68f7283d3e4e,019546c2-aa63-11e9-b0a5-68f7283d3e4e
019546c2-aa63-11e9-b0a5-68f7283d3e4e,01919bec-aa63-11e9-8654-68f7283d3e4e
019546c2-aa63-11e9-b0a5-68f7283d3e4e,019370f4-aa63-11e9-ab9e-68f7283d3e4e
019546c2-aa63-11e9-b0a5-68f7283d3e4e,019546c2-aa63-11e9-b0a5-68f7283d3e4e
01998c9c-aa63-11e9-8111-68f7283d3e4e,01998c9c-aa63-11e9-8111-68f7283d3e4e
019b8970-aa63-11e9-ac3e-68f7283d3e4e,019b8970-aa63-11e9-ac3e-68f7283d3e4e
